item_id,item_name,manufacturer,department,current_stock,sold_stock,regular_price,review_rating
739,Cartoon nativity Advent Calendar,Caltime Plus,Grocery,82,95,184.69,3.4
740,Lego Kingdoms Advent Calendar 7952,LEGO,Automotive,39,65,210.11,3
741,Lego Castle Advent Calendar 7979 NEW / SEALED,LEGO,Books,63,70,271.27,3.4
742,John Adams Sands Alive Castle Set,John Adams,Home,38,45,245.09,1.6
743,"Kinetic Sand 2-Pound Packet Sand Art, Brown",Kinetic Sand,Automotive,60,62,24.71,1.5
744,Nostalgic Christmas House Advent Calendar,Coppenrath Verlag,Shoes,52,26,199.29,3
745,Christmas Santa Hats 80cm deluxe red velveteen with fur trim,Christmas and Decorations,Industrial,43,33,65.82,3.1
746,Science Museum Earth Moon Model Kit,Great Gizmos,Toys,75,27,271.08,2.6
747,Childrens Bottle Sand Art Set Kids Make Your Own Activity Craft Kit,MTS,Games,63,36,259.43,3.3
748,Playmobil 5492 Christmas Advent Calendar Unicorn Fairyland,Playmobil,Sports,62,20,92.08,3.3
749,LEGO Star Wars 9498: Saesee Tiin's Jedi Starfighter,LEGO,Tools,41,12,166.25,2.1
750,Kinetic Sand 2lb Pack (Brown),Kinetic Sand,Games,36,56,36.92,2.3
751,"Playmobil - 4155 Advent Calendar ""Christmas in the Forest""",Playmobil,Computers,49,4,208.72,3.9
752,SNOWMAN FAMILY 320X300MM GEL CLING WINDOW STICKER CHRISTMAS DECORATION,Christmas and Decorations,Sports,39,100,97.34,2.4
753,Kinetic Sand 1.5 lb Neon Playset (Purple),Kinetic Sand,Books,99,8,66.71,3.6
754,Wooden Nativity Advent Calendar,Premier Decorations,Sports,90,27,254.05,1.7
755,LEGO Star Wars 75056 LEGO Star Wars Advent Calendar,Star Wars,Outdoors,21,43,205.39,1.1
756,Colourful Kinetic Sand (Orange),Misha,Health,94,92,285.77,1
757,Alison Gardiner Traditional Advent Calendar: Christmas at the Palace,Alison Gardiner,Health,22,69,246.45,3.6
758,DISNEY FROZEN QUEEN COSMETIC ADVENT CALENDAR NEW 2015 EDITION,Markwins International,Games,98,9,155.41,3.4
759,Wacky-tivities Kinetic Sand 14 oz Neon Pink,Kinetic Sand,Industrial,95,28,151.6,3.4
760,Lanyard With Mickey Ears Dangle - Disney's Mickey Mouse ID Holder,Disney,Home,33,96,15.86,2
761,LEGO Friends 41102 Advent Calendar,LEGO,Baby,81,74,163.68,1.1
762,Panda : Wooden Perpetual Calendar : Traditional Handmade Christmas Gift Ideas,Namesakes,Home,61,48,235.51,3.6
763,Motion Sand® Castle Bucket Playset,Motion Sand,Sports,69,9,87.65,3
764,"Playmobil - 4160 Advent Calendar ""Dragon's Land""",Playmobil,Games,7,35,188.76,2.3
765,"Kinetic Sand, 1lb (454g) Shimmering Blue Sapphire",Spin Master,Garden,14,26,288.25,2.7
766,LEGO Friends 41040 LEGO Friends Advent Calendar,LEGO,Automotive,60,54,181.08,1.5
767,Sugar free Magnetic Advent Calendar With Traditional Christmas Stickers,Advanced Printing,Books,96,5,181.45,1.8
768,Djeco Coloured Sands Birds of Paradise [Toy],Djeco,Home,66,77,33.56,3
769,Coloured Craft Sand: 8 x 350g Shaker Pots,CIL,Games,54,3,51.32,3.3
770,Moshi Monsters Micro Advent Calendar (New 2013),Moshi Monsters,Movies,37,27,259.76,3.5
771,John Adams Sands Alive Animal Set,John Adams,Games,99,39,89.28,1.7
772,Assorted Paper Mache Christmas Decorations - Pack of 6,Creativ Co Ltd,Shoes,36,41,105.37,3
773,Deluxe Mini Advent Calendar - Nostalgic House Tealight Lantern - Brown House,Coppenrath Verlag,Industrial,25,71,129.07,2.8
774,Moon Sand Refill Red,Spin Master,Clothing,82,69,127.6,2.3
775,Green Winter Express Locomotive Train Card Advent Calendar With Envelope,Advent Calendars,Clothing,89,85,189.02,2.4
776,John Adams Disney Frozen My Blopens Set,Disney Frozen,Tools,39,43,156.82,3.7
777,Wishtime Arts&Crafts Creative Kinetic Sand Alive Safety Super Soft Motion Sand with Molds ,Wishtime,Games,49,26,82.36,2.7
778,Tawny Owl : Wooden Perpetual Calendar : Traditional Handmade Christmas Gift Ideas ,Namesakes,Electronics,85,32,91.23,3.7
779,Fisher Price - Imaginext - Advent Calendar,Imaginext,Health,21,65,249.27,3.5
780,Kids Create Countdown to Christmas Reward Chart Wall Hanging Kids Decoration,Givenchy,Beauty,41,0,266.79,1.6
781,"Playmobil - 4159 Advent Calendar ""Pony Ranch""",Playmobil,Music,18,5,115.12,3.6
782,"6 12"" Gold Foil Card +Gold Hats Make Your Own Christmas Crackers",Clikkabox,Beauty,35,63,114.62,3.2
783,Childrens Bottle Glow Sand Art Set Make Your Own Activity Craft Kit,KandyToys,Music,89,59,47.86,2.3
784,Schleich Horse Christmas Advent Calendar,Schleich,Clothing,73,35,274.12,3.4
785,Nativity Set,Caltime,Music,52,34,51.46,1.1
786,Large Traditional Card Advent Calendar Deluxe - Horse Stables,Coppenrath,Automotive,23,83,42.27,3.8
787,Cra-Z-Sand 1.5 lb Sand Refill Box Set - Select Colour (Neon Green),Character Options,Books,85,56,235.45,2.3
788,Farm Animals Sand Art Pictures (Pack of 20) (15 x 21 cm) - Sand NOT included,Craftplay,Grocery,26,18,257.1,2.4
789,Christmas 4154: Advent Calendar - Princess & Unicorn Paradise - Playmobil,Playmobil,Outdoors,63,71,233.39,1.9
790,One Personalised Embroidered 3D Christmas Stocking Santa,Personaliseurgift,Games,24,30,17.84,3.9
791,Personalised Extra Large Christmas Stocking Green,footprintdirect.co.uk,Movies,84,84,118.01,3.6
792,Advent Calendar - Quentin Blake - a glitter Christmas advent calendar,Woodmansterne,Beauty,7,27,11.47,3.5
793,Alison Gardiner Traditional Advent Calendar: Country House Christmas,Alison Gardiner,Toys,18,16,156.2,2.9
794,Kinetic Sand Paw Patrol Character Playset (Multi-Colour),Kinetic Sand,Computers,76,74,138.14,4
795,Large Traditional Card Advent Calendar Deluxe - Nostalgic Christmas Sleigh,Coppenrath Verlag,Games,76,28,91.89,1.3
796,Nordic Style Wooden House Christmas Advent Calendar With Drawers,Carousel,Baby,4,97,298.82,2.6
797,Tobar 1:24 Scale Ferrari 458 Italia Kit,Tobar,Tools,74,33,52.07,2.9
798,Matchbox Cars - 60th Anniversary Collection - MBX Heroic Rescue Ford Police Interceptor,Mattel,Grocery,63,38,99.04,1.2
799,Batman 1966 Tv Series Batboat 1:50 Scale Diecast Model,Hot Wheels,Automotive,82,87,187.42,3.2
800,Disney Pixar BDW82 Cars Jessica Giampetrol & Nate Stanchion 2-Pack 1:55 Diecast Car Vehicle,Mattel,Books,85,62,15.23,2.9
801,Ford Capri 3.0S - 1982 British Saloon Car Champion,Corgi,Jewelery,15,37,10.74,3.1
802,AMT 1:25 Scale Plastic Display Case,AMT,Movies,30,57,274.44,3.6
803,ixo silver nissan GT-R 2008 car 1.43 scale diecast model,ixo,Books,57,39,219.85,3.1
804,Forces of Valor 1/32 German Kubelwagen Type 82 Holland 1944 # 82011,Forces Of Valor,Clothing,27,44,177.26,2.7
805,Oxford Diecast Anglia Police Panda 76105003,Oxford Diecast,Home,60,83,157.47,2.8
806,Vintage Tractor Massey Ferguson 35 (1959),Universal Hobbies,Books,87,19,52.15,2
807,"AUTOart 1/18 Toyota Sprinter Trueno (AE86) ""Initial D Projekt D ? Version""",AUTOart,Toys,33,68,17.48,1.5
808,Jordan Honda EJ11 - 2001 - #12 J. Trulli 1:43 Scale Diecast Model,Minichamps,Health,11,91,252.64,2
809,triang minic waterline HMS monmouth F235 ship 1.1200 scale diecast model,TRI-ANG,Kids,88,61,139.45,3.2
810,"1994 Lamborghini Diablo Roadster [Minichamps 400103580], Red, 1:43 Die Cast",Minichamps,Health,13,96,113.19,1.9
811,corgi toys eddie stobart stobart rail skeletal container truck superhauler lorry 1.64 scale ,Corgi,Home,41,3,190.57,3.6
812,james bond 007 moonraker hispano suiza film scene car 1.43 scale diecast model,universal hobby,Tools,43,44,216.09,3.4
813,"Morris 1000 Van, Currys, Model Car, Ready-made, Corgi 1:43",Morris & Co,Beauty,51,23,166.03,1.3
814,Hot Wheels - Motor Cycles - 1:64th Scale Motorcycle - Air Slayer,Mattel,Garden,62,65,129.75,1.7
815,Tobar Tobar M32175 1:24 1929 Ford Model A With Harley Davidson Branding,Tobar,Outdoors,65,77,267.89,1.4
816,Diecast Model Bentley Speed Six (1930 Le Mans Winner) in Dark Green,ixo,Tools,92,17,259.19,1.1
817,Jaguar XF in Silver Blue (1:32 scale) Diecast Model Car,Bburago,Movies,97,79,271.26,3.8
818,"Hennessey Venom GT, matt-schwarz, 2010, Modellauto, Fertigmodell, AUTOart 1:18",Hennessey,Beauty,42,74,21.78,3.2
819,Drakkar Oseberg 1:180 Scale Model Boat / Ship Kit 904 By Smer,SMER,Beauty,93,5,65.47,2.8
820,triang minic waterline HMS gloucester D96 ship 1.1200 scale diecast model,TRI-ANG,Garden,23,50,205.16,1.6
821,American Muscle - 1:18 Scale Smokey & The Bandit Trans AM,American Muscle - ERTL Collectibles,Sports,78,50,233.12,3.3
822,"Ford Anglia, East Kent Advertising , Model Car, Ready-made, Oxford 1:76",Ford,Beauty,30,73,154.03,3.8
823,corgi eddie stobart scania short wheelbase lorry 1.64 scale diecast model,Corgi,Toys,35,43,76.85,2.2
824,1:18 AUTOart Ford Bullitt Mustand GT 2008,AUTOart,Movies,72,32,77.02,3
825,ixo peugeot 205 turbo 16 evo 2 1986 car 1.43 scale diecast model,ixo,Music,74,59,252.38,2
826,Chevrolet Impala Sport Sedan (1967) - Supernatural (TV Series 2005-Current),Greenlight,Movies,93,17,264.66,1
827,Porsche 911 Carrera RS 2.7 - Orange 1973 1:18 Model 78057,AUTOart,Automotive,74,96,84.19,1.2
828,1964 Porsche 911 Coupe Blue 1:18 AutoArt Diecast Model by AutoArt,AUTOart,Automotive,41,65,237.51,3.1
829,1:18th Triumph T120 Bonneville (1969),Maisto,Industrial,53,78,71.84,1.6
830,Siku 1:55 Car Transporter,Siku,Books,69,39,230.4,3.1
831,Oxford Diecast Evening News Metal Model,Oxford Diecast,Shoes,34,46,154.14,2.7
832,Vktech RC Receiver 7LED Battery Voltage Monitor Indicator for Model Car Helicopter,Vktech,Movies,49,82,291.59,1.9
833,New Ray 16813 Iveco Domino Free Wheel Bus Scale 1:43,New Ray,Grocery,41,64,213.58,3.5
834,Hot Wheels James Bond 007 2015 - The Spy Who Loved Me (5 of 5),Hot Wheels,Music,17,21,115.45,3
835,Ferrari 458 Italia 2012 Hot Wheels 1/18 Modellauto,Mattel,Movies,70,22,278.37,3.5
836,Jaguar SS 2.5 Saloon - Cream,Oxford Diecast,Music,41,26,244.97,3.4
837,1/24 HC7 Subaru 360 Deluxe 1968,Hasegawa,Home,46,53,160.09,2.3
838,"Willys Jeep, U.S. Army, olivgrün, Modellauto, Fertigmodell, Welly 1:18",Unbekannt,Computers,96,74,59.31,2.1
839,Oxford Diecast Bertram Mills David Brown Tractor 76DBT003,Oxford Diecast,Books,3,78,48.68,1.1
840,Oxford Diecast Bronze Green 76LAN188003,Oxford Diecast,Baby,56,69,168,2.9
841,Coca Cola 1:24 Scale 1917 Ford Model T Die Cast Collectors Model Car (Black),Coca-Cola,Automotive,66,29,144.88,1.3
842,Corgi 1:43 McRae DJM R4 Testing and Launch Livery Car Model (Red),Corgi,Kids,20,93,162.13,2.9
843,Oxford Messerschmitt KR200 Bubble Car Rouge Sarde,Oxford,Outdoors,66,41,71.2,2.2
844,Bburago 1:24 Lamborghini Murcielago LP670-4,Bburago,Toys,17,45,41.37,3.8
845,Britains Big Farm John Deere Tractor,Britains Big Farm,Sports,70,55,207.74,2.8
846,"2013 Yamaha YZ450F [Maisto 20-13021], Blue / White, 1:12 Die Cast",Maisto,Electronics,96,85,80.1,3.8
847,CORGI 1/43 Lotus Evo over La S Special Edition (japan import),Corgi,Books,34,27,194.32,1.6
848,Oxford Diecast Whitby Mondial Ice Cream Dimaschios 76WM004,Oxford Diecast,Health,77,51,74.24,2.6
849,King of the Belgians Burrell Showmans Engine 1:76 scale model from Corgi,Corgi,Computers,24,97,203.8,3
850,"Chevrolet Corvette Z06R GT3 (C6), No.27, Callaway Competition, Buchbinder, 24h Nurburgring",Chevrolet,Baby,10,5,260.39,2.8
851,"Riley Kestrel, light beige, Model Car, Ready-made, Oxford 1:76",Riley,Automotive,91,23,186.02,1.5
852,"Aston Martin V12 Vantage, dkl.-rot, 2010, Modellauto, Fertigmodell, AUTOart 1:18",Aston Martin,Books,10,31,52.45,1.3
853,TAMIYA Car Kit 1:12 12044 Wolf WR1 1977 with etch Parts,Tamiya,Outdoors,82,20,149.84,3
854,Oxford Diecast VW Van Pastel White 76VW013,Oxford Diecast,Movies,87,81,216.29,2.9
855,Hot Wheels Jukebox 1:64 Scale Die-cast Vehicle ('07 Ford Shelby GT-500 (Hip Hop)),Hot Wheels,Sports,1,15,298.86,1.9
856,"2013 Harley Davidson FLHTK Electra Glide Ultra [Maisto 32323], Rot, 1:12 Die Cast",Maisto,Outdoors,2,56,16.05,2.8
857,Diecast Model VW Beetle in Delphin Grey,Corgi,Health,98,3,227.32,1.5
858,maisto PK 125 automatica 1984 vespa 1.18 scale diecast model,Maisto,Music,12,53,249.38,2.8
859,Disney Cars 2 Die Cast 1:55 Scale Mel Dorado #27,Disney,Grocery,48,7,29.88,2
860,corgi vanguards white ford zephyr MKII RAC rally gerry burgess / sam croft pearson 1959,Corgi,Clothing,90,71,264.46,2.4
861,Tayo the Little Bus - Met the Subway Train,TAYO,Music,67,77,275.76,3.4
862,Classix EM76843 Austin FX3 Taxi Black,Classix,Computers,41,55,93.66,1.1
863,Maisto 31628 Model Car Porsche 911 Carrera 4S 1:18 Scale Assorted Colours,Maisto,Shoes,75,94,163.9,2.7
864,Corgi TY62409 London 2012 Modern Double Decker Bus Die Cast Vehicle,Corgi,Kids,98,60,158.63,3.7
865,Set Construction the Berliner Wall - automobiles the Occupying powers: Opel captain,Set,Home,43,22,84.14,2
866,Teamsterz Diecast Metro Double Decker London Styled Btitish Bus And Black Hackney,Teamsterz,Beauty,36,69,287.68,2.3
867,Maisto 536191 Model Car Mercedes E-Class Taxi 1:18 Scale,Maisto,Home,64,61,256.51,3.3
868,Oxford Diecast Black Riley Kestrel 76RK001,Oxford Diecast,Grocery,86,71,189.27,1.3
869,Lamborghini Aventador LP700-4 2011 grau metallic AutoArt 1:18,AUTOart,Baby,51,72,151.12,2.3
870,NOREV 185147 Renault Alpine A 110 50 2012,Alpine,Games,65,23,195.38,1.8
871,"Disney Pixar CARS Micro Drifters - Acer, Professor Z, Grem",Mattel,Health,44,74,113.96,2.5
872,Lamborghini Countach LP500S Walter Wolf Edition - blau 1:18,AUTOart,Home,49,9,157.73,1.2
873,oxford haulage eddie stobart volvo FH walking floor grace olivia trailer lorry 1.76 scale ,Oxford,Books,60,79,189.89,2
874,Hot Wheels Ferrari 1:43 F50 Die-Cast Car Vehicle X5537,Hot Wheels,Jewelery,46,95,113.87,1.3
875,Disney Pixar Cars: Ramone (Yellow),Mattel,Electronics,53,21,201.23,1.4
876,Porsche 911 Carrera 4S in red 2008 1:64 scale model,Minichamps,Games,49,41,132.42,1.3
877,MAD MAX II - Interceptor Super Detail,AOSHIMA,Books,47,91,140.57,1.2
878,james bond 007 mercedes benz 220 the man with the golden gun film scene car 1.43 scale ,universal hobby,Tools,87,47,15.57,4
879,Oxford Diecast Reliant Regal Van Royal Mail 76REL003,Oxford Diecast,Tools,0,71,173.7,1.7
880,ixo blue subaru impreza WRC97 rally monte carlo 1997 car 1.43 scale diecast model,ixo,Beauty,90,69,137.59,1.2
881,Set of 3 - SONS of ANARCHY Harley-Davidson Motorcycles 1/18,Collectable Diecast,Games,62,60,109.51,3.7
882,Hot Wheels Ferrari 458 Italia Red Car 1.24 scale diecast model,Hot Wheels,Toys,59,36,227.93,2.5
883,"Morris Minor 1000 Tourer, blue, 1960, Model Car, Ready-made, Sun star 1:12",Morris & Co,Beauty,91,71,286.9,2.4
884,"Tobar 1:24 Scale ""Harley Davidson Ford F-150 Pickup with Flh Duo Glide"" Vehicle",Tobar,Jewelery,67,75,7.29,1.1
885,Tamiya Model Kit - Mclaren Honda MP4/4 F1 Car - 1:20 Scale - 89719 - New,Tamiya,Garden,49,43,93.25,3
886,Oxford Diecast British Railways Scammell Scarab Flat 76RAB006,Oxford Diecast,Movies,51,63,191.84,2.6
887,RC-Racing Drift Car 1:14 4WD NQD Full Function Wheel Boy's Toy Gift Remote Control Car,Grids,Garden,3,73,262.02,1.2
888,Oxford Diecast Ford Popular 103E Black 76FP003,Oxford Diecast,Books,80,32,184.99,1.1
889,Chevrolet Chevy Corvette C7 Stingray Coupe Metallic Rot Ab 2013 1/24 Maisto Modell Auto ,Maisto,Movies,22,26,136.73,2.5
890,ixo renault clio S1600 2006 rally car 1.43 scale diecast model,ixo,Clothing,65,93,167.76,3
891,Oxford Diecast Austin Seven RN Van AA ASV002,Oxford Diecast,Tools,57,3,56.73,3.9
892,Honda Repsol RC213V Nr 93 Marc Marquez Weltmeister 2013 MotoGP 1/12 New Ray Modell ,New Ray,Baby,42,58,186.99,1.8
893,"Audi Q7, met.-grau, 2010, Modellauto, Fertigmodell, Welly 1:18",Audi,Toys,68,97,266.22,3.4
894,"ChevroLet Corvette CR-5, No.63, 24h Le Mans, 2004, Model Car, Ready-made, IXO 1:43",Chevrolet,Music,89,26,250.15,2.8
895,1993 Spectrum Patrol Car Captain Scarlet Vivid Imaginations Diecast Vehicle,Captain Scarlet,Automotive,20,78,102.16,1.5
896,Kensington Palace - Thornycroft Van - Her Majesty Queen Elizabeth's 40th Anniversary,Unknown,Clothing,50,82,211.88,1
897,Oxford Diecast Jaguar SS 2.5 Saloon in Maroon - 1/76 OO Scale Diecast Model,Oxford Diecast,Computers,36,58,193.46,1.8
898,2009 Cadillac DTS Obama Presidential Limo 1/43 Diecast,M & D International,Garden,12,50,200.02,1.8
899,"2006 Suzuki GSX-R 750 [Maisto 31153], Blau / Weiß, 1:12 Die Cast",Maisto,Music,100,89,96.54,3.1
900,BRIO BRI-33061 Rail Cargo Harbour Set,Brio,Outdoors,26,2,9.36,3.2
901,Chrome plated mercedes mc laren SLR car 1.43 scale diecast model,Sonic,Sports,33,83,197.71,2.5
902,F1-89 (late version) 1989 - Ferrari Formula 1 Racing Car Model Collection Scale 1:64 RRP £10,Kyosho,Health,32,65,23.88,2.9
903,Oxford Diecast London Bus and Taxi Gift Pack Accurate Diecast Model,Oxford Diecast,Baby,11,40,10.24,3.4
904,corgi the new mini cooper red diecast model 1.36 scale,Corgi,Health,20,12,270.9,4
905,Airfix A50109 Jaguar XKRGT3 Apex Racing 1:32 Scale Model Large Starter Set,Airfix,Industrial,69,57,284.05,1.1
906,"Corgi Leyland Octopus 8 Wheel Platform Lorry with Fruit and Vegetable Load, Entress ",Corgi,Industrial,42,93,205.49,2
907,classix royal mail with AD panel morris J van 1.76 scale diecast model,Classix,Shoes,23,31,80.38,3
908,Hot Wheels Exclusive - Avengers Age of Ultron - Hawkeye - Growler,Hot Wheels,Automotive,78,41,13.8,3.9
909,"Miniart 1:35 Scale ""North African House"" Plastic Model Kit",Miniart,Music,82,25,154.09,4
910,Hotwheels Mattel 1:24 Batman 1966 Classic TV Series Batmobile schwarz,Mattel,Health,80,20,98.5,1.6
911,Oxford Diecast 87LC41003 1941 Lincoln Continental Pewter Grey 1:87,Oxford Diecast,Garden,16,71,249.5,4
912,triang minic P755-D36 HMS defender ship 1.1200 scale diecast model,TRI-ANG,Toys,21,98,190.3,2.8
913,Jorge Lorenzo Yamaha Moto GP 2012 1/10 Scale,Maisto,Jewelery,100,56,29.78,3.9
914,Hot Wheels Speed Machines FERRARI F430 CHALLENGE,Hot Wheels,Kids,73,27,92.08,1.2
915,Siku Steyr CVT 620 Tractor,Siku,Clothing,86,9,156.92,3.3
916,Oxford Diecast Ken Mallinson DAF 105,Oxford Diecast,Electronics,67,76,100.64,2.1
917,"Aprilia RSW125, No.6, 2005, Model Car, Ready-made, SpecialC.-11 1:24",Aprilia,Electronics,99,41,221.16,3.2
918,newray repsol honda team honda RC212V dani pedrosa bike 1.12 scale diecast model,New Ray,Clothing,29,34,268.7,3.6
919,Harley Davidson Duo Glide FLH (1958) in Blue and White (1:18 scale) Diecast Model Motorbike,Maisto,Tools,72,1,230.18,2.7
920,Triang Rickmers Livery Model,TRI-ANG,Tools,13,79,65.09,1.1
921,Oxford Diecast Sunblest Anglia 76ANG016,Oxford Diecast,Outdoors,51,37,170.21,1.7
922,Siku 3936 Truck with Power Boat,Siku,Jewelery,24,19,284.17,1.8
923,5 die cast vegicles,Thunderbird,Grocery,63,85,110.12,3.1
924,oxford haulage eddie stobart DAF 2800 gemma lindsay curtainside lorry 1.76 scale diecast model,Oxford,Shoes,32,68,201.37,2.2
925,Fast & Furious Modellauto aus Metall - Brian's Nissan GT-R (R35) - Länge 20 cm,Fast and Furious,Beauty,26,40,224.67,2.5
926,oxford vauxhall cresta taxi in black 1.76 railway scale diecast model,Oxford,Baby,91,81,237.7,3.4
927,Die-Cast Model Nissan Skyline R34 GTR V-Spec II (1:43 scale),AUTOart,Shoes,75,87,211.81,2.6
928,Autoart 78012 - Porsche 911 Carrera 3.2 Coupe - 1988 - weiß,AUTOart,Tools,10,55,62.82,3.9
929,Corgi DG221000 Trackside Green Goddess - Operation Fresco 1:76 Scale Die Cast Vehicle,Corgi,Home,85,29,4.69,2.6
930,Minichamps 640066430,Minichamps,Electronics,45,92,145.69,1
931,suzuki katana 1982 bike 1.24 scale diecast model,ixo,Movies,67,97,23.31,3.1
932,Oxford Diecast Service Mann Egerton Austin K8,Oxford Diecast,Sports,65,22,159.42,3.3
933,Airfix A50110 Aston Martin DBR9 Gulf 1:32 Scale Model Large Starter Set,Airfix,Books,22,14,227.53,1.3
934,Lamborghini Aventador LP700-4 (Gray),AUTOart,Sports,68,90,265.49,1.4
935,"Lambretta LD 125, blue/white, 1956, Model Car, Ready-made, Solido / MCW 1:10",Lambretta,Toys,84,26,272.43,3.2
936,Oxford Diecast Ford Transit Lomond Mountain Rescue 76FT011,Oxford Diecast,Clothing,85,79,254.85,3.1
937,Willys Army Military Jeep Car Model 1/32 Scale Green Usa New Ray Issue K8967Q,New Ray,Grocery,22,21,117.55,1.3
938,Corgi TY66116 London 2012 Destination London 2012 Taxi #14 - Dressage 1:64 Scale Collectable,Corgi,Sports,53,94,280.34,1.7
939,1:12th Motorbike Kit - Yamaha YZF-R1 04,Maisto,Tools,29,71,273.67,2.4
940,oxford haulage eddie stobart scania topline shona refrigerated trailer lorry 1.76 scale diecast ,Oxford,Baby,20,58,257.14,1
941,Disney Pixar Cars Diecast Holley Shiftwell with screen,Disney,Grocery,87,16,21.21,2.6
942,classix ford MK1 consul taxi black and cream car 1.76 scale diecast model,Classix,Movies,28,88,129.66,1
943,Volkswagen Beetle Cabriolet in red 1:43 scale model from Cararama,cararama,Jewelery,58,65,39.14,1.2
944,UNIVERSAL HOBBIES MASSEY FERGUSON 398 2WD TRACTOR 1-32 SCALE-UH4112,Universal Hobbies,Tools,21,77,158.17,1.6
945,Maisto Harley Davidson 2008 FXSTB Night Train 1:18 Scale Diecast Model,Maisto,Tools,89,90,52.12,2.2
946,Corgi OM46113B Plaxton Panther Oxford Bus Company X90 to London Victoria,Corgi,Automotive,69,100,252.94,3.4
947,cararama red and white mini cooper car 1.43 scale diecast model,cararama,Sports,14,54,151.08,3.2
948,Aivtalk Transport Trailer Car Carrier Truck Toy for Boys (includes 4 Cars) - Multicolor,Aivtalk,Industrial,68,81,9.72,3.2
949,Claas Axion 3280,Siku,Kids,48,30,62.32,4
950,Oxford Diecast Silver Grey Humber Super Snipe NSS002,Oxford Diecast,Tools,75,73,137.46,2
951,Disney Pixar Cars Diecast Boost With Flames,Disney,Baby,39,96,27.07,3.8
952,Corgi TY66133 London 2012 Destination London 2012 Taxi #31 Synchronized Swimming Collectable ,Corgi,Outdoors,57,62,190.06,3.3
953,Corgi James Bond Aston Martin DB5 Silver Goldfinger 50th Anniversary CC04203,Corgi,Industrial,60,36,5.8,3.8
954,Harley Davidson 1952 K Model in Blue 1/18 scale model from Maisto,Maisto,Grocery,90,77,265.53,3.6
955,Oxford Diecast 76LRD005 Land Rover Discovery Nottinghamshire Fire & Rescue,Oxford Diecast,Industrial,78,55,268.01,4
956,Oxford Diecast Ferguson TEA Tractor in Emerald Green - 1/76 OO Scale Diecast Model,Oxford Diecast,Industrial,56,79,107.07,1.8
957,"Welly 18031 white - Sammlermodell BMW X6, 1/18 aus Metall, weiß",Welly,Outdoors,60,21,201.81,3
958,"Opel Ascona B 400, No.7, Dealer Opel team, RAC Rally , 1980, Model Car, Ready-made, Vitesse 1:43",Opel,Books,56,61,264.44,2.1
959,Takara Tomy Tomica #069 Nissan Diesel Quon Aquarium Truck,Takara Tomy,Books,4,19,168.65,1.9
960,Matchbox Cars - 60th Anniversary Collection - Audi R8 in Blue,Mattel,Automotive,89,54,233.77,2.2
961,"Honda RC211V (Movistar), Melandri, Moto GP, 2005, Modellauto, Fertigmodell, IXO 1:12",Honda,Tools,8,50,56.05,1.4
962,Oxford Diecast Tognarelli Ice Cream,Oxford Diecast,Garden,81,9,293.34,2.4
963,Siku 4487 John Deere 8360RT Silver Edition (Limited),Siku,Kids,78,80,188.58,2.3
964,Oxford Diecast British Caledonian Airways Morris 1000 NMM056,Oxford Diecast,Kids,87,46,276.9,1.7
965,Revell Kenworth Dump Truck,Revell-Monogram,Grocery,10,68,231.84,1.1
966,james bond 007 live and let die white corvorado film scene car 1.43 scale diecast model,universal hobby,Industrial,9,51,81.88,1.9
967,Oxford Diecast London & Country Routemaster NRM009,Oxford Diecast,Shoes,61,31,255.95,2.9
968,ixo cruiser tank MK VI crusader III A15 6th armoured division pichon tunisia 1943 army tank 1.43 scale,ixo,Grocery,83,86,267.64,3.3
969,"ChevroLet Corvette C6.R, No.73, Euroflash, Le Mans, 24h Le Mans, 2008, Model Car, Ready-made, IXO 1:43",Chevrolet,Games,4,85,200.92,3.4
970,chrome plated maserati merak SS car 1.43 scale diecast model,Sonic,Automotive,27,96,199.74,1.5
971,ixo red ferrari 458 ltalia car 1.43 scale diecast model,ixo,Books,24,93,200.95,1.4
972,"2013 Harley Davidson FLHRC Road King Classic [Maisto 32322], Schwarz, 1:12 Die Cast",Maisto,Kids,30,34,202.3,3.4
973,joe bar team nestor lapoiner suzuki T 500 del 197 bike and figure 1.18ish scale hand painted model,joe bar,Games,68,33,26.85,2.2
974,Triang USS Thach FFG 43 Model,TRI-ANG,Kids,3,38,250.68,1.8
975,"SIKU Wooden Transport Truck L 18.5 x W 2.6 x H 4.6 cm, 1:87 (1659)",Sieper GmbH,Grocery,66,15,73.58,1.5
976,Bburago 1:43 Ferrari California Convertible Kit,Bburago,Computers,68,20,269.45,3.7
977,Oxford Diecast Mr Tayto Bedford TK,Oxford Diecast,Beauty,52,43,213.48,3.8
978,"ChevroLet Corvette ZR1, No.73, team Chevy, 24h Le Mans, 2011, Model Car, Ready-made, IXO 1:43",Chevrolet,Games,27,90,10.47,3.5
979,Fiat 500 Klassik weiß 1:24,Welly,Movies,36,86,138.72,3.1
980,Audi R8 Werner Model Car 1/43Rd Size 2005 Ixo Boxed Le Mans Version R0154X,Supreme Models Online,Books,51,18,236.18,2.6
981,"Honda RC211V, No.3, MotoGP, 2003, Model Car, Ready-made, IXO 1:24",Honda,Toys,15,39,222.42,2.5
982,Triang HMS Birmingham D86 Model,TRI-ANG,Games,10,64,245.92,2.6
983,Ford Fiesta RS WRC Ford Abu Dhabi Latvala/Anttila,Minichamps,Industrial,81,95,283.21,1.3
